Invoice,InvoiceDate,Customer ID
489593,2009-12-01 14:19:00,12836.0
489594,2009-12-01 14:19:00,15005.0
489598,2009-12-01 14:35:00,16620.0
489599,2009-12-01 14:40:00,12758.0
489606,2009-12-01 14:48:00,17961.0
489611,2009-12-01 14:53:00,15601.0
489613,2009-12-01 14:56:00,13585.0
489617,2009-12-01 14:59:00,13442.0
489634,2009-12-01 15:19:00,13381.0
489635,2009-12-01 15:26:00,16763.0
489637,2009-12-01 15:36:00,17243.0
489639,2009-12-01 16:05:00,14865.0
489640,2009-12-01 16:17:00,17345.0
489641,2009-12-01 16:18:00,13819.0
489644,2009-12-01 16:30:00,15808.0
489645,2009-12-01 16:34:00,17191.0
489650,2009-12-01 16:44:00,13748.0
489652,2009-12-01 17:08:00,15265.0
489654,2009-12-01 17:19:00,15750.0
489656,2009-12-01 17:28:00,17428.0
489657,2009-12-01 17:28:00,17428.0
489658,2009-12-01 17:31:00,15485.0
489661,2009-12-01 17:45:00,17246.0
489662,2009-12-01 17:50:00,15485.0
489664,2009-12-01 18:03:00,14061.0
489665,2009-12-01 18:07:00,14108.0
489666,2009-12-01 18:13:00,13648.0
489667,2009-12-01 18:35:00,16563.0
489668,2009-12-01 19:19:00,16701.0
489669,2009-12-02 08:15:00,12842.0
489670,2009-12-02 08:16:00,14302.0
489671,2009-12-02 08:58:00,14135.0
489672,2009-12-02 09:21:00,14831.0
489673,2009-12-02 09:23:00,14831.0
489674,2009-12-02 09:35:00,15602.0
489675,2009-12-02 09:47:00,13777.0
489676,2009-12-02 09:49:00,13777.0
489677,2009-12-02 09:50:00,14000.0
489678,2009-12-02 09:57:00,16823.0
489679,2009-12-02 10:00:00,16163.0
489681,2009-12-02 10:02:00,17998.0
489680,2009-12-02 10:02:00,17193.0
489682,2009-12-02 10:08:00,15759.0
489683,2009-12-02 10:09:00,16131.0
489684,2009-12-02 10:15:00,14560.0
489687,2009-12-02 10:41:00,17087.0
489688,2009-12-02 10:42:00,14894.0
489695,2009-12-02 10:48:00,16202.0
489699,2009-12-02 10:51:00,16700.0
489705,2009-12-02 10:52:00,16700.0
489702,2009-12-02 10:52:00,17511.0
489723,2009-12-02 10:58:00,14299.0
489726,2009-12-02 11:07:00,17949.0
489725,2009-12-02 11:07:00,17949.0
489727,2009-12-02 11:09:00,17949.0
489728,2009-12-02 11:18:00,14799.0
489733,2009-12-02 11:20:00,15311.0
489743,2009-12-02 11:24:00,16550.0
489748,2009-12-02 11:26:00,12980.0
489764,2009-12-02 11:31:00,14425.0
489765,2009-12-02 11:33:00,15353.0
489766,2009-12-02 11:34:00,17818.0
489780,2009-12-02 11:43:00,13654.0
489782,2009-12-02 11:45:00,17189.0
489783,2009-12-02 11:47:00,13269.0
489784,2009-12-02 11:48:00,13269.0
489785,2009-12-02 11:51:00,14653.0
489786,2009-12-02 11:52:00,17019.0
489787,2009-12-02 11:53:00,15542.0
489788,2009-12-02 11:55:00,13564.0
489790,2009-12-02 11:59:00,16467.0
489789,2009-12-02 11:59:00,15833.0
489791,2009-12-02 12:06:00,15542.0
489792,2009-12-02 12:06:00,14527.0
489793,2009-12-02 12:09:00,17476.0
489794,2009-12-02 12:13:00,15287.0
489795,2009-12-02 12:13:00,14440.0
489796,2009-12-02 12:15:00,15680.0
489797,2009-12-02 12:19:00,15581.0
489798,2009-12-02 12:22:00,13740.0
489800,2009-12-02 12:26:00,17768.0
489801,2009-12-02 12:28:00,12948.0
489802,2009-12-02 12:32:00,15581.0
489804,2009-12-02 12:38:00,14667.0
489805,2009-12-02 12:39:00,17377.0
489807,2009-12-02 12:43:00,15581.0
489808,2009-12-02 12:44:00,14467.0
489809,2009-12-02 12:46:00,13457.0
489810,2009-12-02 12:47:00,18108.0
489811,2009-12-02 12:54:00,16210.0
489812,2009-12-02 13:00:00,17377.0
489814,2009-12-02 13:06:00,14669.0
489815,2009-12-02 13:10:00,17909.0
489816,2009-12-02 13:20:00,16086.0
489817,2009-12-02 13:22:00,16711.0
489819,2009-12-02 13:23:00,14739.0
489818,2009-12-02 13:23:00,16233.0
489822,2009-12-02 13:26:00,14204.0
489823,2009-12-02 13:32:00,17606.0
489824,2009-12-02 13:33:00,16797.0
489825,2009-12-02 13:34:00,16126.0
489826,2009-12-02 13:39:00,17867.0
489827,2009-12-02 13:51:00,17412.0
489829,2009-12-02 13:53:00,16525.0
489830,2009-12-02 13:57:00,13623.0
489831,2009-12-02 13:58:00,12435.0
489832,2009-12-02 14:06:00,14549.0
489834,2009-12-02 14:09:00,14106.0
489833,2009-12-02 14:09:00,14980.0
489835,2009-12-02 14:15:00,15061.0
489837,2009-12-02 14:21:00,14396.0
489840,2009-12-02 14:22:00,14122.0
489855,2009-12-02 14:34:00,16987.0
489862,2009-12-02 14:52:00,17809.0
489863,2009-12-02 14:55:00,15917.0
489864,2009-12-02 14:56:00,14987.0
489865,2009-12-02 15:01:00,14080.0
489866,2009-12-02 15:04:00,16200.0
489868,2009-12-02 15:10:00,15794.0
489869,2009-12-02 15:15:00,16200.0
489870,2009-12-02 15:16:00,15523.0
489871,2009-12-02 15:17:00,15523.0
489872,2009-12-02 15:28:00,15615.0
489873,2009-12-02 15:29:00,15615.0
489874,2009-12-02 15:38:00,18001.0
489875,2009-12-02 15:41:00,17841.0
489877,2009-12-02 15:44:00,13089.0
489876,2009-12-02 15:44:00,15917.0
489878,2009-12-02 15:51:00,15989.0
489879,2009-12-02 16:02:00,17660.0
489880,2009-12-02 16:18:00,13313.0
489883,2009-12-02 16:24:00,12437.0
489884,2009-12-02 16:24:00,13313.0
489888,2009-12-02 16:49:00,14841.0
489889,2009-12-02 16:52:00,14646.0
489890,2009-12-02 16:53:00,14646.0
489891,2009-12-02 16:59:00,15482.0
489893,2009-12-02 17:06:00,16156.0
489894,2009-12-02 17:18:00,17716.0
489895,2009-12-03 07:25:00,12779.0
489896,2009-12-03 07:57:00,13611.0
489897,2009-12-03 09:10:00,15255.0
489900,2009-12-03 09:44:00,14771.0
489902,2009-12-03 09:52:00,14838.0
489904,2009-12-03 10:02:00,13979.0
489905,2009-12-03 10:03:00,13800.0
489906,2009-12-03 10:16:00,14483.0
489907,2009-12-03 10:17:00,14915.0
489909,2009-12-03 10:20:00,13753.0
489908,2009-12-03 10:20:00,16301.0
489910,2009-12-03 10:23:00,15482.0
489912,2009-12-03 10:26:00,13931.0
489913,2009-12-03 10:28:00,13931.0
489914,2009-12-03 10:28:00,12921.0
489915,2009-12-03 10:37:00,17035.0
489916,2009-12-03 10:37:00,15194.0
489932,2009-12-03 10:49:00,14347.0
489935,2009-12-03 10:51:00,12934.0
489994,2009-12-03 11:09:00,15291.0
489996,2009-12-03 11:10:00,17209.0
489998,2009-12-03 11:19:00,15658.0
489999,2009-12-03 11:25:00,17314.0
490000,2009-12-03 11:34:00,17155.0
490001,2009-12-03 11:45:00,15965.0
490002,2009-12-03 11:46:00,17322.0
490003,2009-12-03 11:51:00,16159.0
490004,2009-12-03 11:53:00,14051.0
490005,2009-12-03 11:57:00,13993.0
490006,2009-12-03 12:02:00,17411.0
490008,2009-12-03 12:10:00,15768.0
490009,2009-12-03 12:13:00,12835.0
490010,2009-12-03 12:15:00,15061.0
490012,2009-12-03 12:27:00,15179.0
490013,2009-12-03 12:27:00,17069.0
490011,2009-12-03 12:27:00,16918.0
490014,2009-12-03 12:28:00,15466.0
490017,2009-12-03 12:31:00,14159.0
490018,2009-12-03 12:31:00,17940.0
490019,2009-12-03 12:34:00,17581.0
490021,2009-12-03 12:36:00,17581.0
490020,2009-12-03 12:36:00,17581.0
490022,2009-12-03 12:37:00,17581.0
490023,2009-12-03 12:38:00,16168.0
490024,2009-12-03 12:40:00,14606.0
490034,2009-12-03 12:45:00,17287.0
490045,2009-12-03 12:50:00,17287.0
490047,2009-12-03 13:02:00,17913.0
490046,2009-12-03 13:02:00,13416.0
490048,2009-12-03 13:03:00,16779.0
490049,2009-12-03 13:04:00,15794.0
490050,2009-12-03 13:05:00,17913.0
490052,2009-12-03 13:09:00,13895.0
490053,2009-12-03 13:17:00,14057.0
490054,2009-12-03 13:22:00,17017.0
490056,2009-12-03 13:25:00,13208.0
490057,2009-12-03 13:25:00,17465.0
490058,2009-12-03 13:26:00,17465.0
490059,2009-12-03 13:30:00,18102.0
490060,2009-12-03 13:32:00,13468.0
490061,2009-12-03 13:42:00,18102.0
490062,2009-12-03 13:46:00,13485.0
490063,2009-12-03 13:49:00,17271.0
490064,2009-12-03 13:51:00,16139.0
490065,2009-12-03 13:58:00,15061.0
490066,2009-12-03 14:00:00,15953.0
490067,2009-12-03 14:02:00,15856.0
490068,2009-12-03 14:06:00,13085.0
490069,2009-12-03 14:07:00,13085.0
490070,2009-12-03 14:07:00,14967.0
490071,2009-12-03 14:11:00,16497.0
490072,2009-12-03 14:28:00,17764.0
490073,2009-12-03 14:36:00,14905.0
490075,2009-12-03 14:42:00,18229.0
490077,2009-12-03 15:09:00,17293.0
490078,2009-12-03 15:09:00,17853.0
490079,2009-12-03 15:15:00,15550.0
490080,2009-12-03 15:20:00,13531.0
490081,2009-12-03 15:32:00,13786.0
490082,2009-12-03 15:34:00,14952.0
490083,2009-12-03 15:35:00,14031.0
490085,2009-12-03 15:43:00,12937.0
490086,2009-12-03 15:48:00,17949.0
490087,2009-12-03 15:49:00,15601.0
490088,2009-12-03 15:50:00,15581.0
490089,2009-12-03 15:52:00,17949.0
490090,2009-12-03 15:53:00,15581.0
490092,2009-12-03 15:54:00,16612.0
490091,2009-12-03 15:54:00,17949.0
490094,2009-12-03 15:56:00,17949.0
490093,2009-12-03 15:56:00,12949.0
490095,2009-12-03 16:02:00,14958.0
490097,2009-12-03 16:09:00,17329.0
490099,2009-12-03 16:12:00,16736.0
490100,2009-12-03 16:21:00,13001.0
490101,2009-12-03 16:24:00,14644.0
490106,2009-12-03 16:40:00,14898.0
490107,2009-12-03 16:47:00,14662.0
490108,2009-12-03 16:49:00,17414.0
490109,2009-12-03 16:51:00,14755.0
490110,2009-12-03 16:52:00,14755.0
490111,2009-12-03 16:54:00,17576.0
490112,2009-12-03 17:04:00,13037.0
490113,2009-12-03 17:12:00,14710.0
490114,2009-12-03 17:29:00,18168.0
490115,2009-12-03 17:32:00,17679.0
490116,2009-12-03 17:33:00,17679.0
490118,2009-12-03 17:46:00,17851.0
490119,2009-12-03 17:48:00,12931.0
490121,2009-12-03 17:57:00,14750.0
490124,2009-12-03 18:08:00,16791.0
490125,2009-12-03 18:11:00,16558.0
490127,2009-12-03 18:13:00,14156.0
490128,2009-12-03 18:23:00,15884.0
490132,2009-12-03 18:30:00,17343.0
490134,2009-12-03 18:41:00,17372.0
490135,2009-12-03 18:51:00,16003.0
490136,2009-12-03 19:13:00,17432.0
490137,2009-12-03 19:22:00,14713.0
490138,2009-12-03 19:23:00,16722.0
490139,2009-12-03 19:31:00,12577.0
490140,2009-12-03 20:03:00,12872.0
490141,2009-12-04 08:24:00,15755.0
490142,2009-12-04 08:36:00,14258.0
490143,2009-12-04 08:40:00,14286.0
490144,2009-12-04 08:46:00,13154.0
490145,2009-12-04 09:27:00,14564.0
490147,2009-12-04 09:31:00,13408.0
490151,2009-12-04 09:49:00,16645.0
490152,2009-12-04 10:00:00,12714.0
490154,2009-12-04 10:18:00,16335.0
490156,2009-12-04 10:32:00,13093.0
490157,2009-12-04 10:39:00,16736.0
490158,2009-12-04 10:47:00,12759.0
490159,2009-12-04 10:48:00,13666.0
490160,2009-12-04 10:52:00,13777.0
490161,2009-12-04 10:57:00,17160.0
490162,2009-12-04 11:07:00,13946.0
490163,2009-12-04 11:22:00,14723.0
490164,2009-12-04 11:32:00,14961.0
490166,2009-12-04 11:32:00,14735.0
490167,2009-12-04 11:36:00,18061.0
490171,2009-12-04 11:54:00,15581.0
490202,2009-12-04 12:03:00,15078.0
490209,2009-12-04 12:06:00,17389.0
490212,2009-12-04 12:07:00,16883.0
490214,2009-12-04 12:11:00,13175.0
490218,2009-12-04 12:12:00,17076.0
490219,2009-12-04 12:14:00,13948.0
490229,2009-12-04 12:20:00,18223.0
490247,2009-12-04 12:28:00,16192.0
490258,2009-12-04 12:31:00,15999.0
490266,2009-12-04 12:33:00,15109.0
490272,2009-12-04 12:36:00,14680.0
490277,2009-12-04 12:37:00,18092.0
490279,2009-12-04 12:37:00,16891.0
490281,2009-12-04 12:37:00,13481.0
490282,2009-12-04 12:41:00,13807.0
490284,2009-12-04 12:54:00,14979.0
490286,2009-12-04 12:59:00,14527.0
490285,2009-12-04 12:59:00,16656.0
490287,2009-12-04 13:00:00,16746.0
490288,2009-12-04 13:00:00,17157.0
490289,2009-12-04 13:01:00,15309.0
490290,2009-12-04 13:21:00,16325.0
490291,2009-12-04 13:22:00,16541.0
490292,2009-12-04 13:23:00,16723.0
490293,2009-12-04 13:31:00,16699.0
490294,2009-12-04 13:41:00,16710.0
490295,2009-12-04 13:47:00,12510.0
490297,2009-12-04 13:59:00,13162.0
490298,2009-12-04 14:13:00,15382.0
490299,2009-12-04 14:14:00,13680.0
490300,2009-12-04 14:19:00,12970.0
490301,2009-12-04 14:24:00,15311.0
490302,2009-12-04 14:29:00,17841.0
490303,2009-12-04 14:33:00,17935.0
490304,2009-12-04 14:35:00,17593.0
490305,2009-12-04 14:37:00,17243.0
490308,2009-12-04 14:52:00,12835.0
490310,2009-12-04 14:56:00,17151.0
490311,2009-12-04 15:11:00,16451.0
490312,2009-12-04 15:16:00,17961.0
490313,2009-12-04 15:18:00,17127.0
490320,2009-12-04 15:26:00,13694.0
490323,2009-12-04 15:27:00,14087.0
490324,2009-12-04 15:27:00,13694.0
490326,2009-12-04 15:28:00,13733.0
490327,2009-12-04 15:29:00,13694.0
490331,2009-12-04 15:30:00,18181.0
490340,2009-12-04 15:40:00,13174.0
490341,2009-12-04 15:41:00,13329.0
490342,2009-12-04 15:43:00,17421.0
490346,2009-12-04 16:12:00,16351.0
490347,2009-12-04 16:13:00,15684.0
490349,2009-12-04 16:23:00,17884.0
490353,2009-12-04 16:37:00,15514.0
490355,2009-12-04 16:39:00,13093.0
490356,2009-12-04 16:45:00,17884.0
490360,2009-12-04 16:52:00,13679.0
490359,2009-12-04 16:52:00,18225.0
490362,2009-12-04 17:31:00,12748.0
490363,2009-12-05 10:11:00,13199.0
490364,2009-12-05 10:25:00,13487.0
490365,2009-12-05 10:27:00,17018.0
490366,2009-12-05 10:31:00,18071.0
490367,2009-12-05 10:44:00,16593.0
490368,2009-12-05 10:58:00,14238.0
490369,2009-12-05 11:19:00,15223.0
490370,2009-12-05 12:01:00,17593.0
490371,2009-12-05 12:02:00,13021.0
490372,2009-12-05 12:13:00,17115.0
490373,2009-12-05 12:28:00,17850.0
490374,2009-12-05 12:36:00,14239.0
490375,2009-12-05 12:42:00,13999.0
490376,2009-12-05 13:12:00,13958.0
490377,2009-12-05 13:13:00,13958.0
490378,2009-12-05 13:17:00,13641.0
490380,2009-12-05 13:26:00,17850.0
490381,2009-12-05 13:29:00,15420.0
490382,2009-12-05 13:32:00,12359.0
490383,2009-12-05 13:37:00,12820.0
490385,2009-12-05 14:51:00,16410.0
490386,2009-12-05 14:57:00,15240.0
490387,2009-12-05 14:59:00,17850.0
490388,2009-12-05 15:00:00,16158.0
490389,2009-12-05 15:18:00,15484.0
490390,2009-12-05 15:26:00,14709.0
490391,2009-12-05 15:27:00,15057.0
490392,2009-12-05 15:47:00,14867.0
490393,2009-12-05 16:01:00,17642.0
490394,2009-12-05 16:01:00,17850.0
490395,2009-12-06 10:16:00,13813.0
490396,2009-12-06 10:26:00,13589.0
490397,2009-12-06 10:30:00,12417.0
490398,2009-12-06 10:37:00,17920.0
490399,2009-12-06 10:38:00,12975.0
490400,2009-12-06 10:41:00,16104.0
490401,2009-12-06 10:51:00,17150.0
490403,2009-12-06 11:13:00,17920.0
490404,2009-12-06 11:27:00,16277.0
490405,2009-12-06 11:27:00,17244.0
490408,2009-12-06 11:33:00,17850.0
490430,2009-12-06 11:45:00,15260.0
490458,2009-12-06 11:57:00,12583.0
490459,2009-12-06 11:58:00,15555.0
490461,2009-12-06 12:07:00,13736.0
490463,2009-12-06 12:10:00,14133.0
490464,2009-12-06 12:10:00,15571.0
490465,2009-12-06 12:14:00,13448.0
490466,2009-12-06 12:16:00,17085.0
490467,2009-12-06 12:17:00,15059.0
490468,2009-12-06 12:21:00,14468.0
490470,2009-12-06 12:26:00,16395.0
490472,2009-12-06 12:28:00,16485.0
490471,2009-12-06 12:28:00,15878.0
490473,2009-12-06 12:31:00,15860.0
490474,2009-12-06 12:34:00,13373.0
490476,2009-12-06 12:34:00,14608.0
490477,2009-12-06 12:41:00,17850.0
490479,2009-12-06 12:42:00,16779.0
490478,2009-12-06 12:42:00,14896.0
490481,2009-12-06 12:51:00,16964.0
490482,2009-12-06 12:52:00,15983.0
490483,2009-12-06 12:52:00,13782.0
490484,2009-12-06 12:53:00,16964.0
490485,2009-12-06 12:56:00,14454.0
490486,2009-12-06 13:00:00,16779.0
490487,2009-12-06 13:05:00,14717.0
490488,2009-12-06 13:07:00,16718.0
490489,2009-12-06 13:08:00,15751.0
490490,2009-12-06 13:10:00,14546.0
490491,2009-12-06 13:19:00,17848.0
490493,2009-12-06 13:21:00,15751.0
490494,2009-12-06 13:29:00,17561.0
490496,2009-12-06 13:40:00,15547.0
490499,2009-12-06 13:45:00,17406.0
490500,2009-12-06 13:48:00,14479.0
490501,2009-12-06 13:49:00,16710.0
490502,2009-12-06 13:53:00,17969.0
490503,2009-12-06 14:00:00,14548.0
490504,2009-12-06 14:03:00,15311.0
490505,2009-12-06 14:06:00,14548.0
490506,2009-12-06 14:10:00,17916.0
490508,2009-12-06 14:14:00,17850.0
490511,2009-12-06 14:46:00,13319.0
490512,2009-12-06 14:54:00,14606.0
490514,2009-12-06 15:01:00,16773.0
490515,2009-12-06 15:08:00,15479.0
490516,2009-12-06 15:09:00,17850.0
490518,2009-12-06 15:12:00,15822.0
490519,2009-12-06 15:15:00,13890.0
490521,2009-12-06 15:24:00,13211.0
490522,2009-12-06 15:31:00,15641.0
490524,2009-12-06 15:35:00,14123.0
490525,2009-12-06 15:40:00,13019.0
490526,2009-12-06 15:41:00,17858.0
490527,2009-12-06 15:46:00,14940.0
490528,2009-12-06 15:48:00,16686.0
490529,2009-12-06 15:51:00,16686.0
490530,2009-12-06 16:01:00,15691.0
490531,2009-12-06 16:02:00,16436.0
490533,2009-12-06 16:07:00,17610.0
490534,2009-12-06 16:17:00,17530.0
490535,2009-12-07 08:13:00,17850.0
490536,2009-12-07 08:24:00,13491.0
490537,2009-12-07 08:53:00,14003.0
490538,2009-12-07 09:14:00,17850.0
490539,2009-12-07 09:18:00,12839.0
490542,2009-12-07 09:42:00,14911.0
490545,2009-12-07 10:15:00,17557.0
490547,2009-12-07 10:21:00,14738.0
490548,2009-12-07 10:26:00,17850.0
490557,2009-12-07 10:33:00,16124.0
490561,2009-12-07 10:38:00,15260.0
490563,2009-12-07 10:41:00,12471.0
490564,2009-12-07 10:42:00,12471.0
490569,2009-12-07 10:48:00,17739.0
490577,2009-12-07 10:51:00,16556.0
490603,2009-12-07 11:05:00,14695.0
490604,2009-12-07 11:19:00,14828.0
490605,2009-12-07 11:20:00,15115.0
490606,2009-12-07 11:26:00,17850.0
490607,2009-12-07 11:29:00,13693.0
490608,2009-12-07 11:35:00,14955.0
490609,2009-12-07 11:39:00,14037.0
490610,2009-12-07 11:40:00,18077.0
490611,2009-12-07 11:41:00,13905.0
490612,2009-12-07 11:46:00,17508.0
490613,2009-12-07 11:47:00,16768.0
490616,2009-12-07 11:51:00,13984.0
490618,2009-12-07 11:52:00,13984.0
490625,2009-12-07 11:55:00,14543.0
490636,2009-12-07 12:08:00,13564.0
490637,2009-12-07 12:12:00,13495.0
490638,2009-12-07 12:13:00,13190.0
490640,2009-12-07 12:18:00,14408.0
490642,2009-12-07 12:19:00,15358.0
490641,2009-12-07 12:19:00,17707.0
490653,2009-12-07 12:25:00,17044.0
490657,2009-12-07 12:26:00,14471.0
490659,2009-12-07 12:26:00,17850.0
490665,2009-12-07 12:31:00,17436.0
490667,2009-12-07 12:32:00,13234.0
490668,2009-12-07 12:41:00,16525.0
490670,2009-12-07 12:42:00,14574.0
490669,2009-12-07 12:42:00,15716.0
490671,2009-12-07 12:56:00,16684.0
490672,2009-12-07 12:58:00,16684.0
490673,2009-12-07 13:00:00,14540.0
490674,2009-12-07 13:06:00,14307.0
490675,2009-12-07 13:07:00,14695.0
490676,2009-12-07 13:17:00,17850.0
490677,2009-12-07 13:17:00,18219.0
490678,2009-12-07 13:23:00,12747.0
490679,2009-12-07 13:24:00,18162.0
490680,2009-12-07 13:32:00,17441.0
490681,2009-12-07 13:35:00,17988.0
490682,2009-12-07 13:37:00,12600.0
490683,2009-12-07 13:45:00,17865.0
490684,2009-12-07 13:46:00,12523.0
490685,2009-12-07 13:48:00,13206.0
490687,2009-12-07 13:49:00,14911.0
490686,2009-12-07 13:49:00,14512.0
490689,2009-12-07 13:52:00,17865.0
490690,2009-12-07 13:55:00,16353.0
490691,2009-12-07 13:56:00,16353.0
490692,2009-12-07 13:57:00,16018.0
490693,2009-12-07 13:59:00,14670.0
490694,2009-12-07 14:02:00,13089.0
490695,2009-12-07 14:10:00,14590.0
490697,2009-12-07 14:27:00,17850.0
490703,2009-12-07 14:44:00,13070.0
490704,2009-12-07 14:52:00,17457.0
490705,2009-12-07 14:56:00,12913.0
490706,2009-12-07 14:58:00,17865.0
490707,2009-12-07 15:02:00,17865.0
490708,2009-12-07 15:10:00,15421.0
490709,2009-12-07 15:15:00,17884.0
490710,2009-12-07 15:19:00,17990.0
490711,2009-12-07 15:26:00,17841.0
490712,2009-12-07 15:26:00,13148.0
490714,2009-12-07 15:27:00,17841.0
490717,2009-12-07 15:28:00,17364.0
490719,2009-12-07 15:42:00,13042.0
490718,2009-12-07 15:42:00,12443.0
490720,2009-12-07 15:43:00,15694.0
490722,2009-12-07 15:55:00,16717.0
490724,2009-12-07 16:17:00,13767.0
490725,2009-12-07 16:24:00,13694.0
490726,2009-12-07 16:28:00,13694.0
490727,2009-12-07 16:38:00,17231.0
490728,2009-12-07 16:40:00,16702.0
490734,2009-12-07 16:56:00,13267.0
490733,2009-12-07 16:56:00,12540.0
490737,2009-12-07 17:18:00,17270.0
490738,2009-12-07 17:49:00,16436.0
490747,2009-12-07 18:12:00,13393.0
490749,2009-12-08 07:42:00,14113.0
490750,2009-12-08 07:43:00,15369.0
490751,2009-12-08 07:59:00,12358.0
490752,2009-12-08 08:38:00,18259.0
490753,2009-12-08 08:48:00,17047.0
490754,2009-12-08 09:19:00,14136.0
490755,2009-12-08 09:24:00,16735.0
490757,2009-12-08 09:35:00,14215.0
490759,2009-12-08 09:46:00,15971.0
490761,2009-12-08 09:56:00,13382.0
490762,2009-12-08 10:02:00,13025.0
490763,2009-12-08 10:24:00,16013.0
490764,2009-12-08 10:41:00,14558.0
490767,2009-12-08 11:07:00,18002.0
490770,2009-12-08 11:13:00,17854.0
490769,2009-12-08 11:13:00,16013.0
490782,2009-12-08 11:22:00,15079.0
490785,2009-12-08 11:23:00,16029.0
490786,2009-12-08 11:23:00,15079.0
490789,2009-12-08 11:27:00,18271.0
490796,2009-12-08 11:44:00,14290.0
490797,2009-12-08 11:46:00,17268.0
490800,2009-12-08 11:56:00,14735.0
490801,2009-12-08 12:03:00,16029.0
490802,2009-12-08 12:03:00,17067.0
490803,2009-12-08 12:04:00,17067.0
490804,2009-12-08 12:05:00,16560.0
490805,2009-12-08 12:12:00,14861.0
490806,2009-12-08 12:13:00,13485.0
490808,2009-12-08 12:25:00,17371.0
490809,2009-12-08 12:27:00,13408.0
490810,2009-12-08 12:29:00,13408.0
490811,2009-12-08 12:30:00,18145.0
490817,2009-12-08 12:33:00,15311.0
490823,2009-12-08 12:34:00,14841.0
490834,2009-12-08 12:38:00,16400.0
490836,2009-12-08 12:39:00,17988.0
490838,2009-12-08 12:41:00,17371.0
490846,2009-12-08 12:46:00,17155.0
490847,2009-12-08 12:46:00,15093.0
490851,2009-12-08 12:48:00,13643.0
490855,2009-12-08 12:49:00,13777.0
490863,2009-12-08 12:51:00,17852.0
490871,2009-12-08 12:54:00,15456.0
490893,2009-12-08 13:02:00,13571.0
490899,2009-12-08 13:04:00,16732.0
490905,2009-12-08 13:08:00,16940.0
490917,2009-12-08 13:14:00,15162.0
490920,2009-12-08 13:19:00,18203.0
490921,2009-12-08 13:24:00,16163.0
490922,2009-12-08 13:25:00,14494.0
490924,2009-12-08 13:27:00,17978.0
490925,2009-12-08 13:28:00,13078.0
490926,2009-12-08 13:38:00,15031.0
490928,2009-12-08 13:41:00,14085.0
490927,2009-12-08 13:41:00,17230.0
490930,2009-12-08 13:43:00,13410.0
490932,2009-12-08 13:44:00,14085.0
490933,2009-12-08 13:46:00,14063.0
490936,2009-12-08 13:56:00,12785.0
